Uf;IBGE;Municipio;CNES;Nome_UBS;INE;Sigla;total_1221
GO;520017;ÁGUA FRIA DE GOIÁS;249149;UNIDADE DE SAUDE DA FAMILIA LUCIANA REZENDE;1684078;eSF;1883
GO;520870;GOIÂNIA;2339374;CENTRO DE SAUDE VILA MAUA;2040549;eAP;435
GO;520870;GOIÂNIA;506664;CENTRO DE SAUDE VILA NOVA;459933;eCR;110
GO;520870;GOIÂNIA;506664;CENTRO DE SAUDE VILA NOVA;1648187;eCR;90
GO;520870;GOIÂNIA;506664;CENTRO DE SAUDE VILA NOVA;1648225;eCR;163
GO;520870;GOIÂNIA;2506378;USF ALTO DO VALE;458473;eSF;4938
GO;520870;GOIÂNIA;2506378;USF ALTO DO VALE;458589;eSF;3513
GO;521850;QUIRINÓPOLIS;5966647;UBS XIII CHICO PRETO;465526;eSF;5538
GO;520025;ÁGUAS LINDAS DE GOIÁS;6806325;POSTO PSF JARDIM PARAISO;1476017;eSF;5816
GO;520030;ALEXÂNIA;5872200;UBS III VILA ESPERANCA;453617;eSF;3639
GO;520030;ALEXÂNIA;5872219;UBS IV SETOR SUDESTE;1651811;eSF;1243
GO;520030;ALEXÂNIA;2437309;CENTRO DE SAUDE JK ALEXANIA GO;1651854;eSF;3620
GO;520080;ALVORADA DO NORTE;2507404;UNIDADE DE SAUDE DA FAMILIA I ALVORADA DO NORTE;453714;eSF;2336
GO;520870;GOIÂNIA;2506378;USF ALTO DO VALE;458481;eSF;5461
GO;520870;GOIÂNIA;2506378;USF ALTO DO VALE;459496;eSF;3543
GO;520870;GOIÂNIA;2506378;USF ALTO DO VALE;459526;eSF;3601
GO;520870;GOIÂNIA;2506378;USF ALTO DO VALE;459488;eSF;4167
GO;520870;GOIÂNIA;2506378;USF ALTO DO VALE;458570;eSF;3368
GO;520870;GOIÂNIA;2653907;USF ANDREIA CRISTINA;459224;eSF;3862
GO;521880;RIO VERDE;9696075;CLINICA DA FAMILIA BENJAMIN SPADONI;465682;eSF;6120
GO;521880;RIO VERDE;9441808;CLINICA DA FAMILIA GEORGE BAIN;1623435;eSF;3926
GO;521890;RUBIATABA;5030641;UNIDADE BASICA DE SAUDE PSF 3;465755;eSF;2551
GO;520080;ALVORADA DO NORTE;2570181;UNIDADE DE SAUDE DA FAMILIA IIALVORADA DO NORTE;453730;eSF;2870
GO;520082;AMARALINA;5674700;CENTRO DE SAUDE DE FIICOLANDIA;453757;eSF;1409
GO;520110;ANÁPOLIS;2371421;USF BAIRRO DE LOURDES;453900;eSF;4130
GO;520110;ANÁPOLIS;2371561;USF JK;454079;eSF;3369
GO;520110;ANÁPOLIS;2383764;USF ALEXANDRINA;454125;eSF;2577
GO;520870;GOIÂNIA;2653907;USF ANDREIA CRISTINA;1485733;eSF;4152
GO;521930;SANTA HELENA DE GOIÁS;2570807;POSTO DE SAUDE DONA NICOLINA SANTA HELENA DE GOIAS;465909;eSF;3325
GO;521940;SANTA RITA DO ARAGUAIA;2383152;PSF JULIO ALVES DE OLIVEIRA;466069;eSF;2748
GO;520110;ANÁPOLIS;3092852;USF PARAISO;454311;eSF;3981
GO;520110;ANÁPOLIS;3416593;USF JARDIM DAS AMERICAS;454389;eSF;5001
GO;520110;ANÁPOLIS;6066623;USF SAO CARLOS;454443;eSF;4348
GO;520110;ANÁPOLIS;7298641;USF JARDIM DAS OLIVEIRAS;1482211;eSF;3585
GO;520110;ANÁPOLIS;9037039;USF VILA UNIAO;1614002;eSF;2716
GO;521975;SANTO ANTÔNIO DO DESCOBERTO;2440431;UNIDADE DE SAUDE PSF EQUIPE 08;466255;eSF;3057
GO;521975;SANTO ANTÔNIO DO DESCOBERTO;3019004;UNIDADE DE SAUDE PSF EQUIPE 12;466352;eSF;2566
GO;521975;SANTO ANTÔNIO DO DESCOBERTO;8014841;UNIDADE DE SAUDE PSF EQUIPE 18;466379;eSF;1071
GO;521990;SÃO FRANCISCO DE GOIÁS;2337371;UNIDADE BASICA DE SAUDE ANTONIO RODRIGUES DA LUZ;466425;eSF;1465
GO;522000;SÃO JOÃO D'ALIANÇA;7378599;UNIDADE BASICA DE SAUDE DA FAMILIA I CENTRO;466468;eSF;3602
GO;522010;SÃO LUÍS DE MONTES BELOS;2550601;UBS BOANERGES SILVA CAIRES SAO LUIS DE MONTES BEL;466522;eSF;4347
GO;520120;ANHANGUERA;3366766;CENTRO DE SAUDE DE ANHANGUERA;454494;eSF;1440
GO;520130;ANICUNS;2382156;UBS JOSE SEVERIANO CENTRO DE SAUDE;454508;eSF;2979
GO;520130;ANICUNS;2769395;UBS JOAQUIM ANTONIO DIAS SAO VICENTE;454532;eSF;4535
GO;520880;GOIANIRA;7125380;UBS ARLINDO JOSE DE OLIVEIRA;460397;eSF;3613
GO;520910;GOIATUBA;3190064;PSF 303;460540;eSF;5139
GO;520910;GOIATUBA;3573869;PSF 305;460567;eSF;4299
GO;520920;GUAPÓ;2570122;USF 5 DELCIDES FRANCISCO PEREIRA;460648;eSF;3212
GO;520940;GUARANI DE GOIÁS;7375204;UBS JORGE LOPES DE MACEDO ESF II;1497022;eSF;1686
GO;522015;SÃO LUÍZ DO NORTE;2381524;CENTRO DE SAUDE DE SAO LUIZ DO NORTE;466603;eSF;2742
GO;522020;SÃO MIGUEL DO ARAGUAIA;3507874;UNIDADE BASICA DE SAUDE VILA MARTINS;466670;eSF;2421
GO;522026;SÃO MIGUEL DO PASSA QUATRO;2768585;UBS IRENE MARTINS ROSA CANEDO;466697;eSF;2309
GO;522045;SENADOR CANEDO;2383624;UNIDADE DE SAUDE DA FAMILIA VILA MATINHA;466778;eSF;1989
GO;522045;SENADOR CANEDO;2569930;UNIDADE DE SAUDE DA FAMILIA VARGEM BONITA;466816;eSF;1731
GO;522045;SENADOR CANEDO;2769018;UNIDADE DE SAUDE DA FAMILIA SAO SEBASTIAO;466883;eSF;3737
GO;520140;APARECIDA DE GOIÂNIA;3900452;UNIDADE BASICA DE SAUDE DELFIORI;454974;eSF;505
GO;520140;APARECIDA DE GOIÂNIA;6821782;UNIDADE BASICA DE SAUDE RESIDENCIAL ANHAMBI;455172;eSF;2385
GO;520140;APARECIDA DE GOIÂNIA;6821812;UNIDADE BASICA DE SAUDE PARQUE DAS NACOES II;455199;eSF;1352
GO;520960;HEITORAÍ;9616152;UNIDADE BASICA DE SAUDE ANTONIA MARIA ALVES;1626310;eSF;2496
GO;520970;HIDROLÂNDIA;2440547;UNIDADE DE SAUDE DE FAMILIA V OLOANA HIDROLANDIA;460729;eSF;1226
GO;520995;INDIARA;2768968;UNIDADE SAUDE DA FAMILIA II DE INDIARA;460869;eSF;3454
GO;521000;INHUMAS;2659948;UNIDADE DE SAUDE DA FAMILIA DR CRISTIANO TEIXEIRA DA SILVA;461008;eSF;3953
GO;521000;INHUMAS;7832443;UNIDADE DE SAUDE DA FAMILIA JARDIM SUICO;461016;eSF;3130
GO;521000;INHUMAS;2659875;UBS ZARUF NACRUTH RORIZ;1696750;eSF;733
GO;522045;SENADOR CANEDO;5653142;UNIDADE DE SAUDE DA FAMILIA JARDIM LIBERDADE;467065;eSF;1528
GO;522068;SIMOLÂNDIA;2384132;CENTRO DE SAUDE MAE JOANA SIMOLANDIA;467235;eSF;3523
GO;522130;TRÊS RANCHOS;6870937;ESTRATEGIA SAUDE DA FAMILIA ESF;467316;eSF;3111
GO;520140;APARECIDA DE GOIÂNIA;7666314;UNIDADE BASICA DE SAUDE BURITI SERENO;1571001;eSF;1381
GO;520140;APARECIDA DE GOIÂNIA;9595686;UNIDADE BASICA DE SAUDE SANTO ANDRE;1677527;eSF;740
GO;521010;IPAMERI;2440601;CENTRO DE SAUDE VALENTIM ROQUE ESF VII;461091;eSF;2643
GO;521010;IPAMERI;2440903;POSTO DE SAUDE DA FAMILIA ESF I;461105;eSF;2464
GO;521020;IPORÁ;2436973;PSF ITAJUBA IPORA;461180;eSF;4630
GO;521020;IPORÁ;3080951;PSF VILA NOVA IPORA;461237;eSF;3611
GO;521040;ITABERAÍ;2571412;UBS JEOVAH JOSE CAMILO;461296;eSF;3080
GO;521040;ITABERAÍ;3038904;UBS JOAO CARLOS DE MENEZES;461318;eSF;1093
GO;521056;ITAGUARI;2361884;UNIDADE BASICA DE SAUDE DONA LIA;461393;eSF;3984
GO;522140;TRINDADE;2438844;UNIDADE DE SAUDE DA FAMILIA JARDIM DAS OLIVEIRAS TRINDADE;467472;eSF;3242
GO;522140;TRINDADE;2570173;UNIDADE SAUDE FAMILIA LAGUNA PARK TRINDADE;467596;eSF;3584
GO;522140;TRINDADE;2769077;UNIDADE DE SAUDE DA FAMILIA CENTRO TRINDADE;467650;eSF;1760
GO;522140;TRINDADE;2769204;UNIDADE DE SAUDE DA FAMILIA VIDA NOVA TRINDADE;467669;eSF;3317
GO;522160;URUAÇU;2358778;PSF 10 RURAL URUACU;467731;eSF;2496
GO;520170;ARAGARÇAS;6313175;UNIDADE DE SAUDE DA FAMILIA PSF 306;455407;eSF;3056
GO;520215;ARAGUAPAZ;2361639;UNIDADE SAUDE DA FAMILIA PSF I;455458;eSF;2539
GO;521120;ITAPURANGA;3101975;UBS CANASTRA DR GETULIO DA LAPA ANDRADE MUNIZ;461644;eSF;2783
GO;521140;ITAUÇU;2769026;USF ZONA RURAL ITAUCU;461717;eSF;1417
GO;521150;ITUMBIARA;800023;CLINICA POPULAR DR REGINALDO CUSTODIO;461733;eSF;4526
GO;521150;ITUMBIARA;800058;CLINICA POPULAR DR LUIZ CARNEIRO DE MOURA;461814;eSF;4381
GO;521150;ITUMBIARA;533734;CLINICA UNIDADE SAUDE FAMILIA DIONARIA FERREIRA GOMES;461849;eSF;4410
GO;521150;ITUMBIARA;800023;CLINICA POPULAR DR REGINALDO CUSTODIO;1662422;eSF;4780
GO;522170;URUANA;2571013;UBS DISTRITO DE URUCERES;1700995;eSF;972
GO;522185;VALPARAÍSO DE GOIÁS;2438704;UNIDADE DE SAUDE DA FAMILIA VILA GUAIRA;467987;eSF;2689
GO;522185;VALPARAÍSO DE GOIÁS;2439964;UNIDADE DE S DA FAMILIA JARDIM ORIENTE VALPARAISO;468037;eSF;2499
GO;522185;VALPARAÍSO DE GOIÁS;5335442;UNIDADE DE SAUDE DA FAMILIA ESPLANADA I;468126;eSF;4614
GO;522185;VALPARAÍSO DE GOIÁS;6105106;UNIDADE DE SAUDE DA FAMILIA CEU AZUL I B;468169;eSF;2872
GO;522185;VALPARAÍSO DE GOIÁS;6299180;UNIDADE DE SAUDE DA FAMILIA ESPLANADA II;468185;eSF;5279
GO;522185;VALPARAÍSO DE GOIÁS;6299199;UNIDADE DE SAUDE DA FAMILIA ETAPA B;468193;eSF;2844
GO;522185;VALPARAÍSO DE GOIÁS;6299202;UNIDADE DE SAUDE DA FAMILIA ETAPA D;468207;eSF;2146
GO;520357;BONÓPOLIS;2436884;CENTRO DE SAUDE PSF PROGRAMA SAUDE DA FAMILIA BONOPOLIS;455822;eSF;2116
GO;520390;BURITI ALEGRE;6179509;PSF RUI BRANDAO;455873;eSF;2477
GO;520410;CACHOEIRA ALTA;2383500;CENTRO DE SAUDE DE CACHOEIRA ALTA PSF I II;455946;eSF;2007
GO;520425;CACHOEIRA DOURADA;3726770;PSF 03;456004;eSF;2949
GO;521180;JARAGUÁ;2550660;CENTRO DE SAUDE PRIMAVERA JARAGUA;462020;eSF;6487
GO;521180;JARAGUÁ;5120543;UNIDADE DE SAUDE DA FAMILIA PSF V JARAGUA;462039;eSF;6250
GO;521180;JARAGUÁ;5120659;UNIDADE DE SAUDE DA FAMILIA PSF VII JARAGUA;462098;eSF;4510
GO;521180;JARAGUÁ;5546540;UNIDADE DE SAUDE DA FAMILIA PSF VIII JARAGUA;462101;eSF;4840
GO;521190;JATAÍ;2340097;USF SANTO ANTONIO PROF JOSE BARROS CRUZ;462187;eSF;2109
GO;521210;JOVIÂNIA;2384078;ESF 301 JOVIANO FERREIRA BARBOSA;462357;eSF;3055
GO;522200;VIANÓPOLIS;2440164;UNIDADE DE SAUDE DA FAMILIA I VIANOPOLIS;468290;eSF;3271
GO;520450;CALDAS NOVAS;5728193;ESTRATEGIA DE SAUDE DA FAMILIA DR JOAO RISK;456187;eSF;3078
GO;520450;CALDAS NOVAS;6509142;ESTRATEGICA DE SAUDE DA FAMILIA SANTA EFIGENIA II;456217;eSF;2840
GO;520455;CALDAZINHA;2361280;UBS LUIZA SALVIANO DE MATOS;1568655;eSF;2771
GO;520480;CAMPO ALEGRE DE GOIÁS;6694268;ESTRATEGIA DA SAUDE DA FAMILIA II;456349;eSF;2609
GO;520480;CAMPO ALEGRE DE GOIÁS;6803520;ESTRATEGIA DA SAUDE DA FAMILIA III;456365;eSF;1924
GO;520485;CAMPO LIMPO DE GOIÁS;317268;UNIDADE BASICA DE SAUDE DR DIOGO GUIMARAES SILVA;456381;eSF;4027
GO;521230;LEOPOLDO DE BULHÕES;9266119;ESF IV VILA MUTIRAO E REGIAO;1627058;eSF;2591
GO;521250;LUZIÂNIA;2340232;PSF PARQUE ESTRELA DALVA X;462519;eSF;2866
GO;521250;LUZIÂNIA;2340356;PSF MANIRATUBA;462551;eSF;1962
GO;521250;LUZIÂNIA;2340488;PSF PARQUE ALVORADA;462624;eSF;5166
GO;521250;LUZIÂNIA;7569602;PSF VILA JURACY;1547038;eSF;5165
GO;520500;CARMO DO RIO VERDE;2507706;UNIDADE BASICA DE SAUDE PSF III DONA PATU;456500;eSF;907
GO;520510;CATALÃO;7806000;UBSF CRISTINA DE CASSIA RODOVALHO;456594;eSF;3633
GO;520510;CATALÃO;6290779;UBSF ALBINO DA SILVA BARBOSA;456608;eSF;4638
GO;520540;CERES;5444349;UNIDADE BASICA DE SAUDE JARDIM RIBEIRO PSF VI;456721;eSF;2778
GO;520540;CERES;9988734;UNIDADE BASICA DE SAUDE JARDIM TROPICAL;1695495;eSF;2743
GO;520547;CHAPADÃO DO CÉU;9013555;UNIDADE DE SAUDE CAMPO VERDE;1633031;eSF;3564
GO;521280;MARA ROSA;7350376;UNIDADE DE SAUDE DA FAMILIA DR SERGIO KENJI SHONO;462764;eSF;2853
GO;521300;MAURILÂNDIA;9488774;ESTRATEGIA DE SAUDE DA FAMILIA DONA INACIA SEVERINA CONCEICA;1661906;eSF;1803
GO;521310;MINEIROS;2441152;UNIDADE BASICA DE SAUDE MARIA UMBELINA;463019;eSF;2973
GO;521350;MONTE ALEGRE DE GOIÁS;2440040;UNIDADE BASICA DE SAUDE DA FAMILIA VIDA;463086;eSF;2590
GO;520549;CIDADE OCIDENTAL;2438526;UBS FAMILIA JARDIM ABC;1713604;eSF;1175
GO;520551;COCALZINHO DE GOIÁS;7442580;UNIDADE DE SAUDE PSF V;456942;eSF;4875
GO;520551;COCALZINHO DE GOIÁS;2569922;UNIDADE DE SAUDE PSF III;456985;eSF;2647
GO;520570;CÓRREGO DO OURO;2382172;CENTRO DE SAUDE CORREGO DO OURO;457019;eSF;2786
GO;520590;CORUMBAÍBA;2381613;ESTRATEGIA DE SAUDE DA FAMILIA II;457078;eSF;3374
GO;520620;CRISTALINA;2382830;PSF SERRA DOS CRISTAIS;457094;eSF;2383
GO;521370;MONTES CLAROS DE GOIÁS;2382679;UBS ALCEU REZENDE;463108;eSF;2284
GO;521380;MORRINHOS;2440962;UNIDADE ESF GENOVEVA ALVES;463213;eSF;3635
GO;521380;MORRINHOS;2440989;UNIDADE ESF MORRO DA SAUDADE;463248;eSF;3598
GO;521380;MORRINHOS;2441551;UNIDADE ESF SAO FRANCISCO DE ASSIS;463272;eSF;3032
GO;521380;MORRINHOS;2441594;UNIDADE ESF CRISTO REDENTOR;463302;eSF;4628
GO;521450;NERÓPOLIS;2361337;CENTRO DE SAUDE DE NEROPOLIS MARIA DORALICE LIMA PONTES;463469;eSF;2655
GO;521450;NERÓPOLIS;2384000;CENTRO DE SAUDE DE NEROPOLIS PACIFICO TEIXEIRA;463493;eSF;3481
GO;520640;CRIXÁS;2440644;UNIDADE DE SAUDE DA FAMILIA III DE CRIXAS;457221;eSF;2261
GO;520670;DAMIANÓPOLIS;2440784;CENTRO DE SAUDE DE DAMIANOPOLIS PSF;457299;eSF;2665
GO;520725;DOVERLÂNDIA;2535289;CENTRO DE SAUDE DE DOVERLANDIA;457337;eSF;2507
GO;521450;NERÓPOLIS;7951582;CENTRO DE SAUDE DE NEROPOLIS PEDRO GOMES DE MORAIS;1629441;eSF;2211
GO;521460;NIQUELÂNDIA;8011125;POSTO DE SAUDE MUQUEM;463639;eSF;1250
GO;521460;NIQUELÂNDIA;8011141;POSTO DE SAUDE VILA MUTIRAO;463655;eSF;2384
GO;521483;NOVA CRIXÁS;6817971;CENTRO DE SAUDE JOVITA GOMES DOS SANTOS NOVA CRIXAS;463760;eSF;3557
GO;521500;NOVA VENEZA;6606016;USF I SEBASTIANA ALVES DO CARMO;463833;eSF;2796
GO;521523;NOVO GAMA;9373934;USF VALE DO PEDREGAL EQUIPE 0002;463906;eSF;1713
GO;521523;NOVO GAMA;2439891;USF LUNABEL;463922;eSF;2884
GO;521523;NOVO GAMA;8011206;USF LAGO AZUL III;464007;eSF;1988
GO;520780;FIRMINÓPOLIS;7126328;UBS DONA LOZA;457582;eSF;2488
GO;520800;FORMOSA;2440350;PSF 03 CALIFORNIA;457701;eSF;3276
GO;521523;NOVO GAMA;8011214;USF NOVO GAMA;464015;eSF;4452
GO;521523;NOVO GAMA;9347461;USF EQUIPE 15;1656031;eSF;452
GO;521523;NOVO GAMA;2439905;USF VILA ZEQUINHA;2158531;eSF;641
GO;521530;ORIZONA;2437899;UNIDADE DE SAUDE DA FAMILIA DE ORIZONA EQUIPE III;464074;eSF;1264
GO;521530;ORIZONA;5729483;UNIDADE DE SAUDE DA FAMILIA DE ORIZONA EQUIPE VI;464112;eSF;2261
GO;520830;DIVINÓPOLIS DE GOIÁS;2535297;UNIDADE DE SAUDE DA FAMILIA PSF DIVINOPOLIS;457892;eSF;2654
GO;520860;GOIANÉSIA;9066616;POSTO DE SAUDE JOAQUIM CORDEIRO TELES;1649167;eSF;3148
GO;520860;GOIANÉSIA;2381516;CENTRO DE SAUDE ARTURO BERMURDEZ MAYORGA;1649140;eSF;3906
GO;520870;GOIÂNIA;2653907;USF ANDREIA CRISTINA;459232;eSF;3655
GO;521730;PIRENÓPOLIS;7421346;UNIDADE DE SAUDE ESTRELA DALVA II;1513451;eSF;3291
GO;520140;APARECIDA DE GOIÂNIA;6821855;UNIDADE BASICA DE SAUDE VEIGA JARDIM;454591;eCR;38
GO;520410;CACHOEIRA ALTA;6452612;CENTRO DE SAUDE PSF CRUZEIRO DO SUL DE CACHOEIRA ALTA;1592092;eAPP;25
GO;521975;SANTO ANTÔNIO DO DESCOBERTO;9700552;UNIDADE PRISIONAL;1677667;eAPP;325
GO;521523;NOVO GAMA;9381694;UNIDADE DE SAUDE PRISIONAL;1658263;eAPP;208
GO;521486;NOVA GLÓRIA;2441861;CENTRO DE SAUDE DE NOVA GLORIA;463779;eSF;4482
GO;520870;GOIÂNIA;7247214;USF ANTONIO CARLOS PIRES;459267;eSF;3585
GO;520870;GOIÂNIA;7247214;USF ANTONIO CARLOS PIRES;460214;eSF;2978
GO;520870;GOIÂNIA;2339269;USF ARUANA III;458147;eSF;2631
GO;520870;GOIÂNIA;2339269;USF ARUANA III;458120;eSF;3216
GO;520870;GOIÂNIA;2339269;USF ARUANA III;458139;eSF;1818
GO;522119;TEREZÓPOLIS DE GOIÁS;2381850;CENTRO DE SAUDE DE TEREZOPOLIS DE GOIAS;2153165;eAP;248
GO;521880;RIO VERDE;6675913;CLINICA DA FAMILIA LUPERCIO REIS;2153076;eAP;2439
GO;521800;PORANGATU;2437414;ESTRATEGIA DA SAUDE DA FAMILIA SOL NASCENTE ESF 07;473430;eSF;3956
GO;520145;APARECIDA DO RIO DOCE;2384094;UBS VEREADOR GILBERTO BERNARDES DE OLIVEIRA;455318;eSF;3049
GO;521056;ITAGUARI;2769506;UNIDADE BASICA DE SAUDE BENEDITO GUERRA;461407;eSF;2592
GO;520110;ANÁPOLIS;2371480;USF VILA FABRIL;453986;eSF;4412
GO;520110;ANÁPOLIS;2371510;USF SANTA MARIA DE NAZARETH;454036;eSF;3749
GO;520870;GOIÂNIA;3989607;USF BAIRRO GOIA;459739;eSF;3247
GO;520870;GOIÂNIA;3989607;USF BAIRRO GOIA;459720;eSF;4674
GO;520870;GOIÂNIA;2673967;USF BOA VISTA;459410;eSF;2727
GO;520870;GOIÂNIA;2673967;USF BOA VISTA;459429;eSF;3544
GO;521760;PLANALTINA;2437562;UNIDADE BASICA DE SAUDE ESF 11 E ESF 18 JARDIM PAQUETA;464848;eSF;2771
GO;521760;PLANALTINA;2438240;UNIDADE BASICA DE SAUDE ESF 16 BARROLANDIA;464872;eSF;2851
GO;521760;PLANALTINA;5065917;UNIDADE BASICA DE SAUDE ESF 21 BAIRRO SAO JOSE;465070;eSF;3694
GO;521770;PONTALINA;2383683;CENTRO DE SAUDE JARDIM FREI VALTER;465151;eSF;3014
GO;521770;PONTALINA;2440849;DR ANTONIO CARLOS DE VASCONCELOS;465178;eSF;3499
GO;521770;PONTALINA;2440857;UNIDADE DE SAUDE SANTA RITA DE CASSIA;465186;eSF;4560
GO;521800;PORANGATU;2437929;ESTRATEGIA DA SAUDE DA FAMILIA JARDIM BRASILIA ESF 04;465267;eSF;4461
GO;520010;ABADIÂNIA;2361833;UBS CENTRAL;453293;eSF;2075
GO;520010;ABADIÂNIA;3905683;UBS EDUARDO ALMEIDA BALBINO;453323;eSF;3760
GO;520013;ACREÚNA;2383160;U S F ANA CARLA;453366;eSF;3590
GO;520013;ACREÚNA;2440229;U S F SOL NASCENTE;453374;eSF;3017
GO;520870;GOIÂNIA;2673967;USF BOA VISTA;459402;eSF;3013
GO;520870;GOIÂNIA;2673967;USF BOA VISTA;458619;eSF;3890
GO;520870;GOIÂNIA;2673967;USF BOA VISTA;458600;eSF;3272
GO;520870;GOIÂNIA;2673967;USF BOA VISTA;459437;eSF;3086
GO;520870;GOIÂNIA;5886821;USF BRISAS DA MATA;458848;eSF;3954
GO;521810;PORTELÂNDIA;2383136;UBS JOAO FRANCISCO DE OLIVEIRA;465305;eSF;3164
GO;521830;POSSE;2384183;DISTRITO DE BARBOSILANDIA POSSE;465348;eSF;1288
GO;521830;POSSE;7897006;UBS CLARISMINO RIBEIRO GOUVEIA SR DOCA;1635638;eSF;2109
GO;521850;QUIRINÓPOLIS;2340658;UBS VIII LOURIVAL PEREIRA DA SILVA;465437;eSF;2923
GO;521850;QUIRINÓPOLIS;2806363;UBS V MILTON BENTO;465488;eSF;4336
GO;521850;QUIRINÓPOLIS;7492286;UBS X DEVARLEY;1601784;eSF;3118
GO;521870;RIANÁPOLIS;9307702;UNIDADE BASICA DE SAUDE MARINA RAMOS DE ALMEIDA;465585;eSF;2676
GO;521878;RIO QUENTE;2384159;ESTRATEGIA DE SAUDE DA FAMILIA FAUNA II;465593;eSF;4756
GO;520025;ÁGUAS LINDAS DE GOIÁS;2441071;POSTO PSF PEROLA II;453498;eSF;6478
GO;520025;ÁGUAS LINDAS DE GOIÁS;4070577;POSTO PSF CAMPING CLUB;453544;eSF;7390
GO;520025;ÁGUAS LINDAS DE GOIÁS;7706375;POSTO PSF BARRAGEM V;1573888;eSF;5931
GO;520030;ALEXÂNIA;3528146;UBS II OLHOS DAGUA;453595;eSF;2500
GO;520050;ALOÂNDIA;2383071;UNIDADE BASICA DE SAUDE DE ALOANDIA;453641;eSF;2141
GO;520060;ALTO PARAÍSO DE GOIÁS;9211799;UNIDADE BASICA DE SAUDE DA FAMILIA III;453706;eSF;2526
GO;520870;GOIÂNIA;5886821;USF BRISAS DA MATA;459895;eSF;2917
GO;520870;GOIÂNIA;5886821;USF BRISAS DA MATA;459887;eSF;3774
GO;520870;GOIÂNIA;6634842;USF BUENA VISTA;460133;eSF;2801
GO;520870;GOIÂNIA;6634842;USF BUENA VISTA;1667343;eSF;3174
GO;520870;GOIÂNIA;6634842;USF BUENA VISTA;460141;eSF;3222
GO;520870;GOIÂNIA;3009874;USF CACHOEIRA DOURADA;459453;eSF;3455
GO;521880;RIO VERDE;6848664;CLINICA DA FAMILIA MARIA QUINTINA FARIA DO VALE;1654705;eSF;3893
GO;521880;RIO VERDE;2589095;CLINICA DA FAMILIA VILA BORGES;1623427;eSF;6924
GO;521890;RUBIATABA;2381559;UNIDADE BASICA DE SAUDE PSF 5;465720;eSF;2288
GO;521890;RUBIATABA;2383829;UNIDADE BASICA DE SAUDE PSF 2;465739;eSF;3198
GO;520085;AMERICANO DO BRASIL;6740588;UBS ANTONIO DA SILVA ROSA;453773;eSF;3189
GO;520110;ANÁPOLIS;2383756;USF MUNIR CALIXTO;454109;eSF;4154
GO;520870;GOIÂNIA;3009874;USF CACHOEIRA DOURADA;459461;eSF;3081
GO;520870;GOIÂNIA;2673940;USF CONDOMINIO DAS ESMERALDAS;1635727;eSF;3248
GO;520870;GOIÂNIA;2673940;USF CONDOMINIO DAS ESMERALDAS;459372;eSF;3470
GO;520870;GOIÂNIA;2673940;USF CONDOMINIO DAS ESMERALDAS;459356;eSF;3208
GO;521900;SANCLERLÂNDIA;6020534;UBS CRISTIANO COELHO MARQUES DAMASCENO;465836;eSF;3404
GO;521900;SANCLERLÂNDIA;7193076;UBS CELINA MARQUES GOMES;465844;eSF;2785
GO;521930;SANTA HELENA DE GOIÁS;9408304;UNIDADE BASICA DE SAUDE DR PAULO SERONNI;1654632;eSF;2358
GO;521971;SANTO ANTÔNIO DA BARRA;2383195;CENTRO DE SAUDE DE SANTO ANTONIO DA BARRA;466131;eSF;2716
GO;520110;ANÁPOLIS;3562352;USF MARACANAZINHO;454397;eSF;3654
GO;520110;ANÁPOLIS;5250544;USF ANEXO ITAMARATY;454400;eSF;3708
GO;520880;GOIANIRA;2438887;UBS AGENOR ALVES DE OLIVEIRA;460303;eSF;5915
GO;521975;SANTO ANTÔNIO DO DESCOBERTO;2440393;UNIDADE DE SAUDE PSF EQUIPE 01;466212;eSF;2068
GO;521975;SANTO ANTÔNIO DO DESCOBERTO;2440474;UNIDADE DE SAUDE PSF EQUIPE 10;466271;eSF;2651
GO;521980;SÃO DOMINGOS;2441632;ESF II VEREADOR JOAQUINZAO;466409;eSF;1674
GO;521990;SÃO FRANCISCO DE GOIÁS;5804213;UNIDADE BASICA DE SAUDE DELFINA BORGES DA SILVEIRA;466441;eSF;2388
GO;522000;SÃO JOÃO D'ALIANÇA;7044925;UNIDADE BASICA DE SAUDE DA FAMILIA III SANTA MARIA;466484;eSF;818
GO;522005;SÃO JOÃO DA PARAÚNA;2382261;CENTRO DE SAUDE DE SAO JOAO DA PARAUNA;466492;eSF;2835
GO;522010;SÃO LUÍS DE MONTES BELOS;2440180;UBS CANTINHO DA ESPERANCA SAO LUIS DE MONTES BELOS;466506;eSF;2944
GO;522010;SÃO LUÍS DE MONTES BELOS;5299284;UBS DONA LUZIA SAO LUIS DE MONTES BELOS;466565;eSF;3201
GO;522010;SÃO LUÍS DE MONTES BELOS;5979625;UBS JOAQUIM LEONARDO SAO LUIS DE MONTES BELOS;466573;eSF;3975
GO;520130;ANICUNS;2769271;UBS CAPELA ANICUNS;454516;eSF;599
GO;520130;ANICUNS;2769409;UBS SANTA LUCIA;454540;eSF;1904
GO;520130;ANICUNS;6823521;UBS HELIODORA MARIA DINIZ DONA LICA;454575;eSF;1719
GO;520140;APARECIDA DE GOIÂNIA;2358727;UNIDADE BASICA DE SAUDE JARDIM BELA VISTA;454621;eSF;841
GO;520140;APARECIDA DE GOIÂNIA;2589494;UNIDADE BASICA DE SAUDE CHACARA SAO PEDRO;454656;eSF;2221
